,diet,lat,lon,nz,site
000012226.1210883,Omnivore,33.5,-86.7,410,UBERON:feces
000012227.1210595,Omnivore,39.2,-76.8,179,UBERON:feces
000012228.1257427,Omnivore,46.2,-119.3,468,UBERON:feces
000012229.1257080,Vegetarian but eat seafood,37.0,-122.0,721,UBERON:feces
000012230.1257534,Omnivore but no red meat,37.0,-122.0,540,UBERON:feces
000012231.1210717,Vegetarian,46.6,-120.5,293,UBERON:feces
000012238.1257473,Omnivore,41.8,-72.5,516,UBERON:feces
000012242.1257102,Omnivore but no red meat,35.8,-78.4,554,UBERON:feces
000012244.1261750,Omnivore,42.1,-88.3,467,UBERON:feces
000012248.fixed743,Omnivore,29.6,-95.8,718,UBERON:feces
000012252.1210944,Omnivore,43.6,-116.2,611,UBERON:feces
000012253.1257411,Vegetarian but eat seafood,35.3,-120.8,454,UBERON:feces
000012254.1257135,Omnivore,35.3,-120.8,396,UBERON:feces
000012262.1257222,Omnivore,38.9,-104.8,281,UBERON:feces
000012265.1210552,Omnivore,36.2,-86.8,354,UBERON:feces
000012266.1210679,Vegetarian but eat seafood,39.0,-77.0,14,UBERON:feces
000012275.1210917,Omnivore,37.5,-122.2,3,UBERON:feces
000012275.1259696,Omnivore,37.5,-122.2,506,UBERON:feces
000012276.1210773,Omnivore,37.5,-122.2,621,UBERON:feces
000012280.1210569,Omnivore but no red meat,34.1,-118.4,432,UBERON:feces
000012284.fixed298,Omnivore,47.0,-120.4,476,UBERON:feces
000012285.1210827,Omnivore but no red meat,38.6,-121.5,484,UBERON:feces
000012286.1257439,Omnivore,45.5,-122.6,500,UBERON:feces
000012291.1261789,Omnivore,39.2,-119.9,373,UBERON:feces
000012298.1257463,Omnivore,48.4,-120.1,781,UBERON:feces
000012299.1257532,Omnivore,36.0,-83.9,696,UBERON:feces
000012303.1257381,Omnivore,38.8,-77.2,645,UBERON:feces
000012304.1257344,Omnivore,38.8,-77.2,431,UBERON:feces
000012310.1257507,Omnivore,34.2,-118.3,480,UBERON:feces
000012315.1210602,Omnivore,46.7,-117.0,288,UBERON:feces
000012318.1257483,Omnivore,35.7,-78.7,410,UBERON:feces
000012321.1262019,Omnivore,41.9,-70.0,362,UBERON:feces
000012330.1257238,Omnivore,40.3,-76.9,294,UBERON:tongue
000012333.1210923,Omnivore,42.3,-71.1,205,UBERON:tongue
000012334.1257446,Omnivore,42.3,-71.1,29,UBERON:feces
000012335.1257518,Omnivore,35.8,-78.7,709,UBERON:feces
000012336.1257514,Omnivore,35.8,-78.7,1001,UBERON:feces
000012337.1210847,Omnivore,38.3,-85.6,207,UBERON:feces
000012339.1210798,Vegetarian but eat seafood,46.6,-120.5,456,UBERON:feces
000012340.1210722,Vegetarian but eat seafood,42.3,-71.1,231,UBERON:tongue
000012341.1210767,Vegetarian but eat seafood,42.3,-71.1,146,UBERON:tongue
000012345.1210895,Omnivore,36.7,-121.6,337,UBERON:feces
000012348.1210690,Omnivore,39.2,-106.9,401,UBERON:feces
000012351.1257394,Vegetarian but eat seafood,38.0,-122.6,384,UBERON:feces
000012352.1257328,Vegetarian,38.0,-122.6,432,UBERON:feces
000012355.1210921,Omnivore,40.5,-105.1,482,UBERON:feces
000012356.1210612,Omnivore,34.4,-119.7,321,UBERON:feces
000012368.1257543,Omnivore,34.2,-118.1,3,UBERON:feces
000012368.1261655,Omnivore,34.2,-118.1,1,UBERON:feces
000012369.1257168,Omnivore,34.2,-118.1,296,UBERON:feces
000012370.1261803,Omnivore,33.3,-89.0,480,UBERON:feces
000012381.1210723,Omnivore,33.9,-118.4,404,UBERON:feces
000012382.1259733,Omnivore,33.9,-118.4,286,UBERON:hand
000012388.1210761,Omnivore,38.6,-90.4,682,UBERON:feces
000012391.1210938,Omnivore,27.5,-82.6,460,UBERON:feces
000012393.1257261,Omnivore,37.0,-122.0,736,UBERON:feces
000012394.1257420,Omnivore,42.0,-87.8,208,UBERON:feces
000012399.1210841,Vegan,42.6,-82.8,694,UBERON:feces
000012400.1210626,Vegetarian but eat seafood,48.5,-122.6,372,UBERON:feces
000012401.1210581,Omnivore,48.5,-122.6,479,UBERON:feces
000012402.fixed663,Omnivore,42.5,-72.5,2,UBERON:feces
000012407.1210667,Omnivore,35.9,-93.6,278,UBERON:feces
000012408.1210899,Omnivore,27.9,-82.8,30,UBERON:feces
000012408.1259624,Omnivore,27.9,-82.8,609,UBERON:feces
000012417.1210630,Omnivore,40.0,-105.2,434,UBERON:feces
000012418.1210549,Omnivore,40.0,-105.2,384,UBERON:feces
000012871.1257180,Omnivore,33.7,-118.0,697,UBERON:feces
000012886.1210860,Omnivore,40.0,-105.5,421,UBERON:feces
000012887.1257435,Omnivore but no red meat,38.9,-77.0,2,UBERON:feces
000012887.1261823,Omnivore but no red meat,38.9,-77.0,571,UBERON:feces
000012899.1257325,Vegetarian but eat seafood,38.9,-77.2,79,UBERON:feces
000012903.1257116,Omnivore,37.8,-122.1,749,UBERON:feces
000012910.fixed155,Omnivore but no red meat,35.8,-86.4,470,UBERON:feces
000012911.1210628,Omnivore but no red meat,39.6,-105.3,437,UBERON:feces
000012912.1210876,Omnivore but no red meat,39.6,-105.3,343,UBERON:feces
000012913.1261642,Vegetarian,32.8,-117.1,422,UBERON:feces
000012914.fixed724,Omnivore,44.3,-76.0,481,UBERON:feces
000012915.fixed1056,Omnivore,44.3,-76.0,372,UBERON:skin
000012918.1257414,Omnivore,37.3,-90.1,768,UBERON:feces
000012919.1257338,Omnivore,42.4,-71.1,260,UBERON:feces
000012920.1257267,Omnivore,42.4,-71.1,258,UBERON:feces
000012921.1257274,Omnivore,41.9,-87.7,174,UBERON:feces
000012922.fixed48,Omnivore,37.9,-122.3,549,UBERON:feces
000012923.1261619,Omnivore,38.5,-122.0,442,UBERON:feces
000012924.1261732,Omnivore,38.5,-122.0,53,UBERON:mucosa of vagina
000012925.fixed43,Omnivore,37.2,-80.4,192,UBERON:feces
000012926.fixed45,Omnivore,37.2,-80.4,524,UBERON:feces
000012928.1257098,Omnivore,42.4,-71.1,493,UBERON:feces
000012932.fixed79,Omnivore,39.7,-105.0,304,UBERON:feces
000012933.1210724,Omnivore,30.2,-81.6,453,UBERON:feces
000012936.1210931,Omnivore but no red meat,39.3,-74.8,221,UBERON:feces
000012946.fixed250,Omnivore,40.0,-105.2,553,UBERON:feces
000012947.fixed808,Vegetarian but eat seafood,42.1,-71.2,605,UBERON:feces
000012948.1210894,Vegetarian but eat seafood,37.6,-122.3,215,UBERON:feces
000012949.1257268,Omnivore,42.6,-114.5,441,UBERON:feces
000012950.1257517,Omnivore,34.0,-118.4,579,UBERON:feces
000012951.1257159,Omnivore,34.0,-118.4,463,UBERON:feces
000012953.fixed919,Omnivore but no red meat,43.2,-77.2,153,UBERON:tongue
000012954.1259750,Omnivore but no red meat,43.2,-77.2,204,UBERON:skin
000012955.1262080,Omnivore,33.0,-96.7,5,UBERON:feces
000012959.1210867,Omnivore,38.9,-94.6,260,UBERON:feces
000012960.fixed188,Omnivore,40.9,-74.2,520,UBERON:feces
000012962.1210716,Omnivore,38.9,-121.1,225,UBERON:feces
000012963.1210657,Omnivore,38.9,-121.1,329,UBERON:feces
000012964.1210719,Omnivore,38.9,-121.1,286,UBERON:feces
000012971.1257373,Omnivore,35.8,-80.9,907,UBERON:feces
000012974.1261710,Omnivore,42.4,-71.1,294,UBERON:feces
000012975.1257277,Omnivore,42.4,-71.1,317,UBERON:feces
000012976.fixed785,Omnivore,38.1,-85.9,899,UBERON:feces
000012981.1257548,Omnivore,46.8,-100.8,2,UBERON:feces
000012981.1261992,Omnivore,46.8,-100.8,484,UBERON:feces
000012983.1210696,Omnivore,42.2,-83.6,477,UBERON:feces
000012984.1261991,Omnivore,40.1,-105.0,575,UBERON:feces
000012985.1257125,Omnivore,42.6,-114.5,835,UBERON:feces
000012987.fixed709,Omnivore,43.2,-89.3,181,UBERON:feces
000012988.1257099,Vegetarian,40.8,-73.9,281,UBERON:feces
000012990.1210774,Omnivore,45.8,-121.5,234,UBERON:feces
000012991.1210637,Omnivore,25.9,-80.1,425,UBERON:feces
000012992.1261959,Omnivore,38.9,-77.0,470,UBERON:feces
000012993.1257375,Omnivore,38.9,-77.0,525,UBERON:feces
000012994.1257089,Omnivore but no red meat,38.2,-78.4,641,UBERON:feces
000012996.1210858,Omnivore,37.9,-122.3,335,UBERON:feces
000012999.1257231,Omnivore,42.4,-71.5,157,UBERON:feces
000013001.1257088,Omnivore,44.9,-93.2,859,UBERON:feces
000013003.1257445,Omnivore,29.7,-95.4,4,UBERON:feces
000013003.1261827,Omnivore,29.7,-95.4,139,UBERON:feces
000013005.1261845,Omnivore,51.0,-114.1,499,UBERON:feces
000013007.1257343,Omnivore,35.0,-81.0,467,UBERON:feces
000013008.1262042,Omnivore,47.6,-122.4,848,UBERON:feces
000013009.1262027,Omnivore but no red meat,47.6,-122.4,797,UBERON:feces
000013010.1257205,Omnivore,34.1,-118.4,494,UBERON:feces
000013011.1257176,Omnivore,34.1,-118.4,178,UBERON:tongue
000013017.1257192,Omnivore,42.0,-93.6,682,UBERON:feces
000013018.1257494,Omnivore,42.0,-93.6,202,UBERON:feces
000013019.1257304,Vegetarian,42.0,-93.6,699,UBERON:feces
000013020.1261770,Omnivore,36.2,-83.3,582,UBERON:feces
000013022.fixed722,Omnivore,29.5,-98.8,485,UBERON:feces
000013023.fixed721,Omnivore,29.5,-98.8,696,UBERON:feces
000013024.1210777,Vegetarian but eat seafood,39.9,-105.0,141,UBERON:tongue
000013026.1257147,Vegetarian but eat seafood,39.9,-105.0,689,UBERON:feces
000013027.1257524,Omnivore,45.7,-110.6,196,UBERON:feces
000013031.1257424,Omnivore,45.7,-111.1,448,UBERON:feces
000013039.1210564,Omnivore,41.0,-74.0,249,UBERON:feces
000013044.1257432,Omnivore,40.2,-75.1,448,UBERON:feces
000013045.1257460,Omnivore,40.2,-75.1,266,UBERON:feces
000013047.1257495,Vegetarian,39.8,-105.2,389,UBERON:feces
000013048.1210640,Vegetarian,39.8,-105.2,336,UBERON:feces
000013049.1210585,Omnivore,43.1,-89.4,383,UBERON:feces
000013050.1210525,Omnivore,43.1,-89.4,157,UBERON:tongue
000013051.1210609,Omnivore,43.1,-89.4,72,UBERON:feces
000013052.1210848,Omnivore,43.1,-89.4,105,UBERON:tongue
000013053.fixed236,Omnivore,41.9,-87.7,347,UBERON:feces
000013054.fixed878,Omnivore,42.4,-76.5,498,UBERON:feces
000013055.fixed798,Vegetarian but eat seafood,42.4,-76.5,642,UBERON:feces
000013056.fixed969,Omnivore,42.4,-76.5,457,UBERON:feces
000013061.1210830,Omnivore,39.7,-104.8,290,UBERON:feces
000013062.1257162,Omnivore,34.2,-118.9,346,UBERON:feces
000013063.1210710,Omnivore,30.3,-81.4,338,UBERON:feces
000013065.1210596,Vegetarian but eat seafood,39.9,-86.1,492,UBERON:feces
000013073.1257096,Omnivore,44.2,-69.6,290,UBERON:feces
000013074.1257336,Omnivore,44.2,-69.6,312,UBERON:feces
000013076.1210749,Omnivore,40.7,-74.0,515,UBERON:feces
000013077.1257345,Omnivore,36.9,-76.1,579,UBERON:feces
000013078.1257094,Omnivore,36.9,-76.1,6,UBERON:feces
000013078.1261884,Omnivore,36.9,-76.1,262,UBERON:feces
000013079.1257121,Omnivore,36.9,-76.1,508,UBERON:feces
000013081.1210582,Omnivore,44.8,-123.1,667,UBERON:feces
000013082.1261805,Omnivore,33.8,-84.4,500,UBERON:feces
000013088.1257541,Omnivore,37.2,-94.3,508,UBERON:feces
000013089.1257370,Omnivore but no red meat,40.4,-105.1,174,UBERON:feces
000013091.1262024,Omnivore,42.0,-87.7,472,UBERON:feces
000013095.1261656,Omnivore,41.8,-74.1,792,UBERON:feces
000013103.1210675,Omnivore,38.9,-77.1,253,UBERON:feces
000013107.1257252,Omnivore,33.7,-117.3,507,UBERON:feces
000013108.fixed1066,Omnivore,32.1,-95.3,521,UBERON:feces
000013109.fixed1067,Omnivore,32.1,-95.3,468,UBERON:feces
000013111.1210621,Omnivore,29.8,-95.8,283,UBERON:feces
000013112.1261966,Omnivore,29.8,-95.8,346,UBERON:feces
000013114.1210521,Omnivore,33.9,-84.3,427,UBERON:feces
000013116.1257202,Omnivore,42.8,-71.3,709,UBERON:feces
000013117.1257545,Omnivore,42.8,-71.3,362,UBERON:feces
000013118.1257203,Omnivore,40.0,-75.6,486,UBERON:feces
000013119.1257527,Omnivore,40.0,-75.6,418,UBERON:feces
000013120.1257186,Omnivore,40.0,-75.6,333,UBERON:feces
000013129.1210949,Omnivore,36.1,-86.7,107,UBERON:feces
000013130.1210668,Omnivore,40.7,-74.0,413,UBERON:feces
000013131.fixed749,Vegetarian,42.0,-70.1,377,UBERON:feces
000013133.1257361,Vegetarian,42.5,-75.1,584,UBERON:feces
000013134.1257318,Omnivore but no red meat,32.2,-111.0,513,UBERON:feces
000013135.1257284,Omnivore,40.7,-74.0,195,UBERON:feces
000013138.1210825,Omnivore,33.5,-117.7,561,UBERON:feces
000013139.1210863,Omnivore,33.5,-117.7,447,UBERON:feces
000013146.1261793,Omnivore,40.2,-105.1,495,UBERON:feces
000013147.1259606,Omnivore,40.2,-105.1,517,UBERON:feces
000013150.1261693,Omnivore,41.1,-83.2,284,UBERON:feces
000013151.1257416,Omnivore,41.1,-83.2,587,UBERON:feces
000013155.1261631,Omnivore,37.9,-122.3,582,UBERON:feces
000013156.1261807,Omnivore,37.9,-122.3,748,UBERON:feces
000013157.fixed925,Omnivore,43.3,-88.0,494,UBERON:feces
000013159.1261928,Omnivore,43.3,-88.0,657,UBERON:feces
000013164.fixed857,Omnivore,43.3,-88.0,363,UBERON:feces
000013165.1259688,Omnivore,40.0,-105.3,309,UBERON:feces
000013166.1259737,Omnivore,40.0,-105.2,190,UBERON:feces
000013167.1210791,Omnivore,40.0,-105.2,448,UBERON:feces
000013171.1257417,Omnivore,39.8,-89.7,630,UBERON:feces
000013174.1257461,Vegetarian but eat seafood,37.7,-122.4,451,UBERON:feces
000013176.1259753,Omnivore,44.1,-121.3,389,UBERON:feces
000013177.1257309,Omnivore,32.8,-117.0,287,UBERON:feces
000013178.1257511,Omnivore,32.8,-117.0,255,UBERON:feces
000013182.fixed739,Omnivore,41.5,-81.6,410,UBERON:feces
000013189.1259705,Omnivore,40.0,-105.3,643,UBERON:feces
000013190.1259625,Omnivore,40.0,-105.3,423,UBERON:feces
000013195.1257154,Omnivore,38.5,-121.7,484,UBERON:feces
000013196.1257521,Omnivore,38.5,-121.7,544,UBERON:feces
000013201.1257544,Omnivore but no red meat,46.9,-96.8,262,UBERON:feces
000013208.1257314,Vegetarian,37.4,-122.1,670,UBERON:feces
000013213.1257093,Omnivore,40.0,-105.3,131,UBERON:feces
000013214.1257327,Omnivore,33.7,-118.0,320,UBERON:feces
000013215.1257383,Omnivore,33.7,-118.0,765,UBERON:feces
000013216.1261860,Omnivore,33.7,-118.0,406,UBERON:feces
000013217.1257468,Omnivore,33.7,-118.0,160,UBERON:feces
000013218.1261878,Omnivore,30.1,-81.4,590,UBERON:feces
000013219.1259665,Omnivore,30.1,-81.4,248,UBERON:skin
000013222.1257270,Omnivore,33.9,-84.3,473,UBERON:feces
000013226.1257443,Omnivore,38.9,-77.2,362,UBERON:feces
000013227.1257326,Omnivore but no red meat,39.7,-104.9,630,UBERON:feces
000013231.1257352,Omnivore,43.1,-89.5,578,UBERON:feces
000013232.1257207,Omnivore,37.5,-122.1,1,UBERON:feces
000013232.1261847,Omnivore,37.5,-122.1,1,UBERON:feces
000013233.1257429,Omnivore,37.5,-122.1,253,UBERON:feces
000013234.1262041,no_data,37.5,-122.1,199,UBERON:feces
000013237.1257101,Omnivore,43.7,-70.3,361,UBERON:feces
000013238.1257163,Omnivore,39.0,-94.7,330,UBERON:feces
000013239.1262076,Omnivore,44.0,-88.5,57,UBERON:feces
000013240.1259756,Omnivore,44.0,-88.5,276,UBERON:skin
000013241.1261685,Omnivore,44.0,-88.5,524,UBERON:feces
000013242.1259757,Omnivore,44.0,-88.5,264,UBERON:skin
000013249.1257242,Omnivore,37.7,-122.4,485,UBERON:feces
000013250.1257489,Omnivore,35.1,-80.8,260,UBERON:feces
000013251.1261625,Omnivore,43.0,-89.3,351,UBERON:feces
000013252.1257398,Omnivore but no red meat,32.2,-94.3,87,UBERON:feces
000013253.1257406,Omnivore,32.2,-94.3,617,UBERON:feces
000013254.1259691,Omnivore,38.6,-122.9,20,UBERON:feces
000013254.fixed104,Omnivore,38.6,-122.9,731,UBERON:feces
000013257.1261724,Vegetarian,42.2,-71.7,356,UBERON:feces
000013258.1257415,Omnivore,41.2,-96.0,308,UBERON:feces
000013259.1259704,Omnivore,39.6,-104.7,369,UBERON:feces
000013265.1257493,Omnivore,36.9,-119.8,974,UBERON:feces
000013272.1261932,Omnivore,34.0,-118.4,441,UBERON:feces
000013273.1257256,Omnivore,44.1,-73.1,419,UBERON:feces
000013274.1257280,Omnivore,44.1,-73.1,739,UBERON:feces
000013277.1257505,Omnivore,39.6,-106.6,209,UBERON:feces
000013278.1259656,Omnivore,44.9,-93.2,534,UBERON:feces
000013280.fixed947,Omnivore,44.9,-93.2,71,UBERON:tongue
000013281.1261694,Omnivore,44.9,-93.2,522,UBERON:feces
000013282.1261994,Omnivore,45.7,-111.1,570,UBERON:feces
000013285.1257124,Omnivore,25.8,-80.2,301,UBERON:feces
000013286.1261624,Omnivore,25.8,-80.2,482,UBERON:feces
000013290.1257126,Omnivore,47.6,-122.3,352,UBERON:feces
000013294.1257369,Omnivore,41.7,-70.1,22,UBERON:feces
000013295.1261905,Omnivore,37.5,-121.9,235,UBERON:feces
000013296.fixed213,Omnivore,40.0,-88.3,595,UBERON:feces
000013299.1261650,Omnivore,40.9,-73.6,576,UBERON:feces
000013300.fixed829,Omnivore,40.9,-73.6,112,UBERON:tongue
000013301.1257120,Omnivore,37.4,-122.1,683,UBERON:feces
000013304.1257239,Omnivore,41.9,-87.7,1,UBERON:feces
000013304.1262085,Omnivore,41.9,-87.7,260,UBERON:feces
000013305.fixed299,Omnivore,39.8,-105.0,224,UBERON:feces
000013306.1261751,Omnivore,39.8,-105.0,568,UBERON:feces
000013311.fixed1082,Omnivore,43.7,-116.2,174,UBERON:tongue
000013312.1257276,Omnivore,38.9,-77.1,386,UBERON:feces
000013313.1257301,Omnivore but no red meat,38.9,-77.0,620,UBERON:feces
000013315.1257248,Omnivore,38.6,-76.9,761,UBERON:feces
000013316.1257530,Omnivore,38.6,-76.9,317,UBERON:feces
000013327.1257316,Omnivore,39.1,-77.0,403,UBERON:feces
000013328.1257337,Omnivore,39.2,-76.8,413,UBERON:feces
000013329.1257282,no_data,38.9,-77.1,422,UBERON:feces
000013330.1257450,Omnivore,39.8,-77.2,259,UBERON:feces
000013331.1257433,Omnivore,39.2,-76.8,555,UBERON:feces
000013332.1257421,Omnivore,39.2,-76.8,616,UBERON:feces
000013334.1261671,Omnivore,38.9,-77.3,641,UBERON:feces
000013336.fixed174,Vegan,38.9,-77.3,571,UBERON:feces
000013340.1261922,Omnivore,39.2,-76.8,1,UBERON:feces
000013341.fixed974,Omnivore,39.2,-76.8,147,UBERON:tongue
000013342.1257472,Omnivore,42.4,-83.3,547,UBERON:feces
000013343.1257158,Omnivore,42.4,-83.3,410,UBERON:feces
000013353.1257437,no_data,38.8,-77.1,696,UBERON:feces
000013355.1257310,Omnivore,39.0,-77.1,841,UBERON:feces
000013357.1257317,Omnivore,38.9,-77.1,518,UBERON:feces
000013358.fixed945,Omnivore,38.9,-77.1,114,UBERON:tongue
000013359.1261800,Omnivore,38.9,-77.1,411,UBERON:feces
000013360.fixed862,Omnivore,38.9,-77.1,143,UBERON:tongue
000013363.1257382,Omnivore,39.0,-77.0,293,UBERON:feces
000013366.1257250,Omnivore but no red meat,38.8,-77.4,385,UBERON:feces
000013368.1257333,Vegetarian but eat seafood,39.0,-77.1,427,UBERON:feces
000013369.1257150,Omnivore,39.0,-77.1,204,UBERON:feces
000013370.1257246,Omnivore,33.1,-117.3,446,UBERON:feces
000013371.1257111,Omnivore,33.1,-117.3,29,UBERON:feces
000013372.1257081,Vegetarian,38.9,-77.2,333,UBERON:feces
000013378.1261707,Omnivore,39.0,-77.1,678,UBERON:feces
000013381.1257367,Omnivore,38.9,-77.0,477,UBERON:feces
000013382.1257488,Omnivore,38.9,-77.0,502,UBERON:feces
000013383.1257551,Omnivore,38.9,-77.0,173,UBERON:feces
000013384.1257499,Omnivore,38.9,-77.0,448,UBERON:feces
000013385.1257538,Omnivore,38.9,-77.0,323,UBERON:feces
000013386.1262017,Omnivore,38.9,-77.0,297,UBERON:feces
000013387.1259650,Omnivore,38.9,-77.0,496,UBERON:feces
000013392.1261986,Omnivore,38.9,-77.1,590,UBERON:feces
000013393.1262023,Omnivore,46.9,-114.0,418,UBERON:feces
000013396.fixed997,Omnivore but no red meat,39.0,-77.1,189,UBERON:tongue
000013397.1261735,Omnivore but no red meat,39.0,-77.1,565,UBERON:feces
000013409.1257214,Omnivore,38.9,-77.1,8,UBERON:feces
000013409.1261920,Omnivore,38.9,-77.1,500,UBERON:feces
000013410.1262046,Omnivore,38.9,-77.3,523,UBERON:feces
000013411.1261627,Omnivore,38.9,-77.3,833,UBERON:feces
000013412.1257477,Omnivore,39.3,-76.8,341,UBERON:feces
000013413.1261853,Omnivore but no red meat,39.0,-77.2,684,UBERON:feces
000013417.1261882,Omnivore,38.9,-77.0,478,UBERON:feces
000013418.fixed1079,Omnivore,38.9,-77.0,174,UBERON:tongue
000013420.1257087,Omnivore,38.8,-77.1,620,UBERON:feces
000013424.1257190,Vegan,39.0,-76.9,510,UBERON:feces
000013425.1257324,Omnivore,38.1,-79.0,779,UBERON:feces
000013427.1257531,Vegetarian but eat seafood,38.9,-77.4,476,UBERON:feces
000013430.1257402,Omnivore,41.5,-74.0,433,UBERON:feces
000013431.1257155,Omnivore,41.6,-88.2,705,UBERON:feces
000013433.1261682,Omnivore,39.1,-77.0,376,UBERON:feces
000013440.1261927,Omnivore,38.9,-77.0,582,UBERON:feces
000013441.1261669,Omnivore,39.0,-77.0,489,UBERON:feces
000013446.1257288,Omnivore,38.9,-76.9,1,UBERON:feces
000013446.1261692,Omnivore,38.9,-76.9,590,UBERON:feces
000013447.1257523,Vegetarian but eat seafood,39.0,-76.9,335,UBERON:feces
000013453.1261762,Omnivore,37.4,-122.2,387,UBERON:feces
000013454.1259657,Vegetarian but eat seafood,37.4,-122.2,447,UBERON:feces
000013457.1257108,Omnivore,39.0,-76.4,574,UBERON:feces
000013458.1259703,Vegetarian,42.7,-73.8,501,UBERON:feces
000013464.1261864,Omnivore,35.9,-106.3,363,UBERON:feces
000013465.1262066,Omnivore,35.9,-106.3,451,UBERON:feces
000013471.1257251,Omnivore,38.9,-77.1,499,UBERON:feces
000013472.1257496,Omnivore,38.7,-77.4,746,UBERON:feces
000013479.1261816,Omnivore but no red meat,47.6,-122.2,1,UBERON:feces
000013480.1261913,Omnivore,47.6,-122.2,721,UBERON:feces
000013498.fixed114,Omnivore,39.3,-76.5,318,UBERON:feces
000013501.1257128,Vegetarian but eat seafood,38.9,-77.3,321,UBERON:feces
000013509.1257408,Omnivore,30.2,-95.5,313,UBERON:feces
000013510.1257164,Omnivore,30.2,-95.5,487,UBERON:feces
000013511.1257502,Omnivore,40.0,-105.3,398,UBERON:feces
000013512.1257236,Omnivore,40.0,-105.3,145,UBERON:tongue
000013521.1257376,Omnivore but no red meat,28.0,-82.5,2,UBERON:feces
000013521.1261942,Omnivore but no red meat,28.0,-82.5,193,UBERON:feces
000013523.1257293,Omnivore,38.8,-77.1,424,UBERON:feces
000013524.1261997,Omnivore,41.7,-91.6,592,UBERON:feces
000013526.1261999,Omnivore,38.9,-77.0,664,UBERON:feces
000013527.1257340,Omnivore,40.2,-75.9,740,UBERON:feces
000013529.1261720,Omnivore,39.3,-84.4,166,UBERON:feces
000013530.1257476,Omnivore,39.7,-86.1,616,UBERON:feces
000013531.1257262,no_data,38.9,-77.0,3,UBERON:feces
000013532.1257500,Omnivore,38.9,-77.0,387,UBERON:feces
000013533.1261701,Omnivore,36.0,-78.9,489,UBERON:feces
000013539.1261937,Omnivore,39.1,-77.2,589,UBERON:feces
000013540.1261633,Omnivore,39.1,-77.2,692,UBERON:feces
000013541.1257173,Omnivore,38.7,-77.1,505,UBERON:feces
000013543.1262002,Omnivore but no red meat,39.3,-77.6,570,UBERON:feces
000013550.1257294,Omnivore,47.6,-122.5,1,UBERON:feces
000013550.1261667,Omnivore,47.6,-122.5,759,UBERON:feces
000013551.1262084,Omnivore,42.0,-87.7,334,UBERON:feces
000013554.1257334,Omnivore but no red meat,38.5,-76.6,139,UBERON:feces
000013561.fixed300,Omnivore,38.9,-77.1,50,UBERON:tongue
000013562.fixed301,Omnivore,38.9,-77.1,433,UBERON:feces
